Quantity,Name,Sets,Conditions,Languages,Finishes,Paused,Tags,Limit,Offer,Scryfall ID,Cardsphere ID,Reason
99,Scattershot Archer,CON,NM,EN,N,P,,1.04,200,d74d6cdb-a087-4b3d-bf25-509200ed6d93,11196,pauper relevant
99,Ancestral Mask,WOC,NM,EN,N,P,,1.49,200,0d75292c-cc03-4c40-be01-a8dba66b761c,107751,pauper relevant
99,Vault of Whispers,MRD,NM,EN,F,P,,27.07,200,73866487-33f4-4f64-b100-2c4ddadcd74e,31031,pauper relevant
99,Vault of Whispers,MRD,NM,EN,N,P,,2.31,200,73866487-33f4-4f64-b100-2c4ddadcd74e,31032,pauper relevant
99,Spellstutter Sprite,SLD,NM,EN,F,P,,20.62,200,650221f7-d935-498b-a9a1-ec23c89fc5f8,77368,pauper relevant
99,Snow-Covered Mountain,MH1,NM,EN,F,P,,2.06,200,d2209e6f-1d9d-43bb-a314-a8fefc509e78,60173,pauper relevant
99,Dark Ritual,DDC,NM,EN,N,P,,2.38,200,c825f254-6f22-4610-85be-4d04275e6601,14535,pauper relevant
99,Lightning Bolt,SLD,NM,EN,F,P,,2.12,200,6ab06973-6440-4b12-8947-8c412500fa41,69978,pauper relevant
99,Cast into the Fire,LTR,NM,EN,F,P,,2.54,200,85018533-71bd-4e12-9cdd-a8c013e9617e,110945,pauper relevant
99,Cast into the Fire,LTR,NM,EN,N,P,,1.75,200,85018533-71bd-4e12-9cdd-a8c013e9617e,111401,pauper relevant
99,Llanowar Elves,FNM,NM,EN,F,P,,29.30,200,82c547f6-31e3-4e0b-b548-a0e467ceaa84,17423,pauper relevant
99,Boros Garrison,RAV,NM,EN,F,P,,2.44,200,7dfe3f03-078f-44fb-89cd-efa3ebfaf637,37887,pauper relevant
99,Lava Spike,TSR,NM,EN,F,P,,8.88,200,0852af16-f650-4293-81d8-9008882ff45a,75251,pauper relevant
99,Lava Spike,TSR,NM,EN,N,P,,0.92,200,0852af16-f650-4293-81d8-9008882ff45a,75283,pauper relevant
99,Urza's Power Plant,ATQ,NM,EN,N,P,,3.01,200,5cc02459-83ae-4b6c-85a1-26eeaf7a2ee7,5099,pauper relevant
99,Guttersnipe,SLD,NM,EN,F,P,,2.46,200,f6d2ed27-2d70-4851-80cb-8480ac938516,147044,pauper relevant
99,Guttersnipe,SLD,NM,EN,N,P,,2.30,200,f6d2ed27-2d70-4851-80cb-8480ac938516,147043,pauper relevant
99,Blood Celebrant,LGN,NM,EN,F,P,,10.42,200,805de325-6f14-4a52-bb85-f9a9545d82a4,24247,pauper relevant
99,Blood Celebrant,LGN,NM,EN,N,P,,0.55,200,805de325-6f14-4a52-bb85-f9a9545d82a4,24248,pauper relevant
99,Lava Dart,MH1,NM,EN,F,P,,3.70,200,b16dd041-451d-4914-8c46-aa315a90d802,60013,pauper relevant
99,Nihil Spellbomb,C13,NM,EN,N,P,,1.36,200,2cbaefb7-98d2-418c-926a-6c2c1cba79ba,9707,pauper relevant
99,Thermo-Alchemist,INR,NM,EN,F,P,,1.12,200,550d4e71-2f3c-49bf-acb7-de833c319514,132185,pauper relevant
99,Mulldrifter,TSR,NM,EN,F,P,,7.84,200,ea86b5bf-c38f-4168-a4dd-96859948423c,75366,pauper relevant
99,Dark Ritual,CED,NM,EN,N,P,,17.50,200,06df3f4b-3d94-4792-9460-485d2230c0e0,8949,pauper relevant
99,Gut Shot,NPH,NM,EN,F,P,,22.07,200,a54a2a30-b96a-49c7-9151-1f4b0d4a4413,33119,pauper relevant
99,Gut Shot,NPH,NM,EN,N,P,,2.66,200,a54a2a30-b96a-49c7-9151-1f4b0d4a4413,33120,pauper relevant
99,Ancestral Mask,MMQ,NM,EN,F,P,,16.48,200,1203f98a-fb6e-4f16-88e3-553eba177450,29418,pauper relevant
99,Ancestral Mask,MMQ,NM,EN,N,P,,1.50,200,1203f98a-fb6e-4f16-88e3-553eba177450,29419,pauper relevant
99,Rancor,ARC,NM,EN,N,P,,1.07,200,fd456c1d-ed44-42d8-aa45-86782717c462,5590,pauper relevant
99,Sign in Blood,M11,NM,EN,F,P,,1.79,200,3705ee27-9725-42ee-8d3b-481cdb8c9250,26644,pauper relevant
99,Sign in Blood,M11,NM,EN,N,P,,1.11,200,3705ee27-9725-42ee-8d3b-481cdb8c9250,26645,pauper relevant
99,Weather the Storm,STA,NM,EN,F,P,,7.63,200,9f7b9f50-2b6c-4ef5-8b72-0bf7e160909e,77169,pauper relevant
99,Weather the Storm,STA,NM,EN,F,P,,5.84,200,9f7b9f50-2b6c-4ef5-8b72-0bf7e160909e,76743,pauper relevant
99,Weather the Storm,STA,NM,EN,N,P,,3.88,200,9f7b9f50-2b6c-4ef5-8b72-0bf7e160909e,76768,pauper relevant
99,Galvanic Blast,2XM,NM,EN,F,P,,1.20,200,0cf8cb1e-314a-4894-82df-f9812825f52e,69472,pauper relevant
99,Galvanic Blast,2XM,NM,EN,N,P,,0.93,200,0cf8cb1e-314a-4894-82df-f9812825f52e,69119,pauper relevant
99,Great Furnace,PLST,NM,EN,F,P,,3.45,200,5ff05a43-b5fe-4fc5-aeb3-ddd9b49dc8a6,104921,pauper relevant
99,Great Furnace,PLST,NM,EN,N,P,,1.36,200,5ff05a43-b5fe-4fc5-aeb3-ddd9b49dc8a6,100585,pauper relevant
99,Big Score,SLD,NM,EN,F,P,,2.11,200,c09bb44b-af66-4183-826d-867299dc1b3e,147101,pauper relevant
99,Big Score,SLD,NM,EN,N,P,,1.58,200,c09bb44b-af66-4183-826d-867299dc1b3e,147102,pauper relevant
99,Dark Ritual,5ED,NM,EN,N,P,,1.95,200,fae25afd-0d16-431c-a85e-7ac91cef9050,1240,pauper relevant
99,Land Grant,MMQ,NM,EN,F,P,,22.59,200,d6862005-32d1-473e-a28b-5dfc4b7782cd,29746,pauper relevant
99,Land Grant,MMQ,NM,EN,N,P,,1.55,200,d6862005-32d1-473e-a28b-5dfc4b7782cd,29747,pauper relevant
99,Lightning Bolt,SLD,NM,EN,N,P,,3.86,200,3c738171-d0dc-4cc2-8af8-1d306143db37,144279,pauper relevant
99,Lotus Petal,SLD,NM,EN,F,P,,82.22,200,809c68af-b213-45c7-a419-1244dc86af89,140340,pauper relevant
99,Brainstorm,MMQ,NM,EN,F,P,,301.24,200,9ff71d13-c4b7-4125-ab10-db4abbb7a074,29458,pauper relevant
99,Brainstorm,MMQ,NM,EN,N,P,,2.11,200,9ff71d13-c4b7-4125-ab10-db4abbb7a074,29459,pauper relevant
99,Lightning Bolt,SLD,NM,EN,F,P,,2.17,200,45184cd7-b037-4a85-a063-e622ca928d17,69976,pauper relevant
99,Gemhide Sliver,TSP,NM,EN,F,P,,5.08,200,f09135b0-fd57-4205-aa74-c9869946c264,44344,pauper relevant
99,Village Rites,STA,NM,EN,F,P,,2.56,200,f9e6276c-0b80-4d11-b889-8a24b210c4f0,77168,pauper relevant
99,Village Rites,STA,NM,EN,F,P,,1.79,200,f9e6276c-0b80-4d11-b889-8a24b210c4f0,76742,pauper relevant
99,Village Rites,STA,NM,EN,N,P,,1.81,200,f9e6276c-0b80-4d11-b889-8a24b210c4f0,76800,pauper relevant
99,Counterspell,S99,NM,EN,N,P,,1.29,200,b2227782-6709-4d0a-82b4-5070a7ddb647,42776,pauper relevant
99,Dark Ritual,BRB,NM,EN,N,P,,2.12,200,efa86572-d654-4810-9ecd-3574a4598f8b,6241,pauper relevant
99,Tireless Tribe,ODY,NM,EN,F,P,,13.86,200,1d23e47a-21d5-4d7e-8aa0-3b3064da5967,34384,pauper relevant
99,Brainstorm,SS1,NM,EN,F,P,,2.69,200,3cd19bdf-64f1-4c59-920b-1165f3551928,55723,pauper relevant
99,Brainstorm,SS1,NM,EN,N,P,,1.15,200,3cd19bdf-64f1-4c59-920b-1165f3551928,55716,pauper relevant
99,Peek,10E,NM,EN,F,P,,4.21,200,869a6c06-eae5-418e-9a5c-26598a929416,445,pauper relevant
99,Lightning Bolt,SLD,NM,EN,F,P,,4.66,200,27740ea5-79c8-420f-bc49-6d5eac58dac5,91266,pauper relevant
99,Lightning Bolt,SLD,NM,EN,N,P,,4.66,200,27740ea5-79c8-420f-bc49-6d5eac58dac5,91265,pauper relevant
99,Overgrown Battlement,ROE,NM,EN,F,P,,4.88,200,f2e3d197-e978-4ec6-ab69-3c5fd8ac3fc1,39689,pauper relevant
99,Ornithopter,9ED,NM,EN,F,P,,5.29,200,fd6c46d6-aec8-420b-8018-7b2c3908e5a0,3765,pauper relevant
99,Springleaf Drum,LRW,NM,EN,F,P,,30.07,200,fa8b09d0-fbd2-4441-9d87-02450412e0db,25614,pauper relevant
99,Utopia Sprawl,DIS,NM,EN,F,P,,5.25,200,5047e271-fbf1-402c-9eb9-0806e5988f76,13202,pauper relevant
99,Utopia Sprawl,DIS,NM,EN,N,P,,0.74,200,5047e271-fbf1-402c-9eb9-0806e5988f76,13203,pauper relevant
99,Terminate,P09,NM,EN,N,P,,3.82,200,dfd77920-7dbb-4673-9317-095ce9483878,36303,pauper relevant
99,Dark Ritual,G09,NM,EN,F,P,,88.01,200,531e952f-6136-489e-b3c5-a533a4f9898f,22331,pauper relevant
99,Urza's Power Plant,2XM,NM,EN,F,P,,12.76,200,936335d7-1c4a-4fcd-80ff-cd4d4fcab8c4,69785,pauper relevant
99,Urza's Power Plant,2XM,NM,EN,N,P,,11.65,200,936335d7-1c4a-4fcd-80ff-cd4d4fcab8c4,69784,pauper relevant
99,Songs of the Damned,UMA,NM,EN,F,P,,6.50,200,9133b267-295d-4987-b1d6-f32a85b66081,58095,pauper relevant
99,Songs of the Damned,UMA,NM,EN,N,P,,1.66,200,9133b267-295d-4987-b1d6-f32a85b66081,58096,pauper relevant
99,Chainer's Edict,F06,NM,EN,F,P,,3.06,200,edcff171-587d-4459-b6cc-8d7bc5ae145e,17345,pauper relevant
99,Skirk Prospector,ONS,NM,EN,F,P,,14.35,200,eb545dcd-3a7a-46a7-9c35-d28faebc6d17,34986,pauper relevant
99,Abrade,DBL,NM,EN,F,P,,4.49,200,c3a0c43a-c03f-4070-aa46-f4107a1e3dd2,84430,pauper relevant
99,Abrade,DBL,NM,EN,N,P,,0.80,200,c3a0c43a-c03f-4070-aa46-f4107a1e3dd2,83950,pauper relevant
99,Vault of Whispers,40K,NM,EN,N,P,,2.79,200,4dca7b45-164d-4181-9585-5d0f3b6a6927,93699,pauper relevant
99,Faerie Macabre,MMA,NM,EN,F,P,,7.90,200,352f7903-c2ab-4b08-b602-ee008eeb19cd,31565,pauper relevant
99,Faerie Macabre,MMA,NM,EN,N,P,,3.09,200,352f7903-c2ab-4b08-b602-ee008eeb19cd,31566,pauper relevant
99,Tangle,INV,NM,EN,F,P,,19.18,200,6b37e39c-8aa4-4938-a492-7dac5de98dfb,21817,pauper relevant
99,Tangle,INV,NM,EN,N,P,,2.82,200,6b37e39c-8aa4-4938-a492-7dac5de98dfb,21818,pauper relevant
99,Ashnod's Altar,CHR,NM,EN,N,P,,7.07,200,d5e1a75e-1369-4f28-bb7d-e7ea2e6087e9,8387,pauper relevant
99,Snow-Covered Forest,MH1,NM,EN,F,P,,3.73,200,1c59fc48-704b-4187-b9d3-2a2cff6dd54b,60169,pauper relevant
99,Snow-Covered Forest,MH1,NM,EN,N,P,,0.57,200,1c59fc48-704b-4187-b9d3-2a2cff6dd54b,60170,pauper relevant
99,Muddle the Mixture,PLST,NM,EN,N,P,,1.15,200,79fc4b92-0efe-4370-a2b3-2155c458a966,104954,pauper relevant
99,Llanowar Elves,9ED,NM,EN,F,P,,3.48,200,da7bf82d-437a-4c28-98a4-4d092ba8d063,3687,pauper relevant
99,Rancor,F05,NM,EN,F,P,,6.47,200,72a6c655-92f8-486d-b56c-9f6753f58512,17448,pauper relevant
99,Diabolic Edict,PMEI,NM,EN,F,P,,3.74,200,59f3b17f-6de9-4638-8104-e742d9f56f2c,128962,pauper relevant
99,Ancestral Anger,DBL,NM,EN,F,P,,2.56,200,104b33d3-a7ab-44ae-b0ae-84cbc7fb4b92,84432,pauper relevant
99,Gemhide Sliver,SLD,NM,EN,F,P,,52.05,200,ccf38fc5-4f64-4c0c-9679-edf901fc416c,98612,pauper relevant
99,Martyr of Sands,CSP,NM,EN,F,P,,2.90,200,59c55105-bffc-43dc-b5f3-2e6bb9323230,8692,pauper relevant
99,Spell Pierce,SLD,NM,EN,N,P,,1.77,200,a4f8b11a-6b21-4532-96c9-bdb2cad603e8,70015,pauper relevant
99,Dark Ritual,USG,NM,EN,N,P,,2.71,200,3f0e9d0d-e1a3-4e0a-bf39-e9aaf4d36d67,46542,pauper relevant
99,Dimir Aqueduct,RAV,NM,EN,F,P,,5.49,200,df3c3d56-8291-407e-87a1-94b7d12811fd,37971,pauper relevant
99,Spell Pierce,ZEN,NM,EN,F,P,,7.54,200,cb3d3901-e4a6-45ab-a7b5-c65d91e1875e,48040,pauper relevant
99,Llanowar Elves,CEI,NM,EN,N,P,,10.80,200,81e3a887-4ef7-4020-815e-1336a835b25d,21061,pauper relevant
99,Reckoner's Bargain,NEO,NM,EN,F,P,,1.00,200,6338942d-d650-4571-8ec6-4d658792c53e,85082,pauper relevant
99,Reckoner's Bargain,NEO,NM,EN,N,P,,0.71,200,6338942d-d650-4571-8ec6-4d658792c53e,84979,pauper relevant
99,Lotus Petal,SLD,NM,EN,F,P,,76.25,200,ae6f42e5-d58e-4d58-84ed-770e6665823d,140344,pauper relevant
99,Unearth,ULG,NM,EN,F,P,,60.16,200,b6cb2549-e485-44d6-9d65-7605c568909e,46445,pauper relevant
99,Unearth,ULG,NM,EN,N,P,,1.16,200,b6cb2549-e485-44d6-9d65-7605c568909e,46446,pauper relevant
99,Night's Whisper,SLD,NM,EN,F,P,,2.80,200,f415a76e-6b35-442e-a2e1-9e368f550566,88003,pauper relevant
99,Night's Whisper,SLD,NM,EN,N,P,,2.73,200,f415a76e-6b35-442e-a2e1-9e368f550566,88000,pauper relevant
99,Llanowar Elves,LEA,NM,EN,N,P,,88.62,200,d4f1cc9e-4f99-4c26-ac1b-8ef069fa8ceb,24669,pauper relevant
99,Dark Ritual,3ED,NM,EN,N,P,,2.54,200,48cb9467-657e-453f-afc8-1bf7121570ad,39103,pauper relevant
99,Duress,STA,NM,EN,F,P,,2.72,200,11e96127-83e2-42e2-9799-998b1408d444,77128,pauper relevant
99,Duress,STA,NM,EN,F,P,,1.79,200,11e96127-83e2-42e2-9799-998b1408d444,76687,pauper relevant
99,Duress,STA,NM,EN,N,P,,1.50,200,11e96127-83e2-42e2-9799-998b1408d444,76682,pauper relevant
99,Counterspell,4ED,NM,EN,N,P,,1.29,200,e8493631-6c9c-40a8-b7de-ecf26ba6bf7d,840,pauper relevant
99,Ashnod's Altar,ATQ,NM,EN,N,P,,16.98,200,cdcccb0f-ce96-453b-9e82-41d87f52e58b,5021,pauper relevant
99,Brainstorm,CNS,NM,EN,F,P,,3.00,200,7d14cecb-c425-4812-8d36-aecc406763c4,11315,pauper relevant
99,Brainstorm,CNS,NM,EN,N,P,,1.41,200,7d14cecb-c425-4812-8d36-aecc406763c4,11316,pauper relevant
99,Relic of Progenitus,MD1,NM,EN,N,P,,2.75,200,f77a1544-ba6b-41cc-af10-34cf162eac9b,31410,pauper relevant
99,Arcane Denial,SLD,NM,EN,F,P,,4.38,200,a92394e2-00d3-4106-86ff-e9823e346a97,146003,pauper relevant
99,Arcane Denial,SLD,NM,EN,N,P,,3.24,200,a92394e2-00d3-4106-86ff-e9823e346a97,146004,pauper relevant
99,Dispel,RTR,NM,EN,F,P,,3.54,200,08d4a8d7-c136-472f-8146-a1100701ca4f,38621,pauper relevant
99,Plated Sliver,LGN,NM,EN,F,P,,4.85,200,82846d31-4981-4ef1-85c3-703569146a84,24418,pauper relevant
99,Manamorphose,MMA,NM,EN,F,P,,4.53,200,f079df56-60f9-46e5-8f2e-032e62b6a5f1,31665,pauper relevant
99,Manamorphose,MMA,NM,EN,N,P,,2.65,200,f079df56-60f9-46e5-8f2e-032e62b6a5f1,31666,pauper relevant
99,Preordain,SCH,NM,EN,N,P,,1.48,200,a5f6ef75-cf68-40ed-bfcb-cb6ba19efe7d,139317,pauper relevant
99,Cartouche of Solidarity,AKH,NM,EN,F,P,,1.81,200,90eaf94e-85a7-4958-aa58-8e2fe44db58d,49151,pauper relevant
99,Spellstutter Sprite,PLST,NM,EN,N,P,,2.50,200,181434ed-65eb-4b47-9b12-7bbe6e0d262e,113422,pauper relevant
99,Expedition Map,2XM,NM,EN,F,P,,7.32,200,8bc6178b-16e7-4089-974f-7048b9632fc2,69762,pauper relevant
99,Expedition Map,2XM,NM,EN,N,P,,7.00,200,8bc6178b-16e7-4089-974f-7048b9632fc2,69747,pauper relevant
99,Predatory Sliver,M14,NM,EN,F,P,,2.83,200,a2e37de8-66a1-4afa-aa6f-1151f849dfa8,28085,pauper relevant
99,Snow-Covered Plains,SLD,NM,EN,F,P,,5.74,200,e0ed0c75-0ec3-4f06-8c37-750fefb8136d,,pauper relevant
99,Snow-Covered Plains,SLD,NM,EN,F,P,,4.86,200,e0ed0c75-0ec3-4f06-8c37-750fefb8136d,91388,pauper relevant
99,Snow-Covered Plains,SLD,NM,EN,N,P,,4.25,200,e0ed0c75-0ec3-4f06-8c37-750fefb8136d,89878,pauper relevant
99,Counterspell,CMM,NM,EN,F,P,,1.43,200,8493131c-0a7b-4be6-a8a2-0b425f4f67fb,106177,pauper relevant
99,Counterspell,CMM,NM,EN,N,P,,1.44,200,8493131c-0a7b-4be6-a8a2-0b425f4f67fb,106104,pauper relevant
99,Counterspell,LEB,NM,EN,N,P,,459.96,200,9e11bf7c-f439-4529-b29a-d711359807ef,24862,pauper relevant
99,Counterspell,G00,NM,EN,F,P,,34.27,200,7700d907-e212-4893-8c65-02c8906a803c,22326,pauper relevant
99,Annul,USG,NM,EN,N,P,,1.31,200,3f8c73ff-be92-41ca-93a7-76f9823adb38,46488,pauper relevant
99,Viridian Longbow,MRD,NM,EN,F,P,,6.23,200,be892d73-d1f4-4c36-b674-01ae21ff1484,31039,pauper relevant
99,Viridian Longbow,MRD,NM,EN,N,P,,1.02,200,be892d73-d1f4-4c36-b674-01ae21ff1484,31040,pauper relevant
99,Seat of the Synod,MRD,NM,EN,F,P,,22.91,200,5da5587d-6b6c-4645-8cc9-2866d1e6911b,30891,pauper relevant
99,Seat of the Synod,MRD,NM,EN,N,P,,0.71,200,5da5587d-6b6c-4645-8cc9-2866d1e6911b,30892,pauper relevant
99,Spellstutter Sprite,J22,NM,EN,N,P,,4.33,200,a0e262a3-0e69-4d61-8143-b9d137c31496,96754,pauper relevant
99,Circle of Protection: Blue,LEA,NM,EN,N,P,,12.00,200,848b1a7f-e8ba-40b5-92b7-af1e963a0319,24552,pauper relevant
99,Blood Fountain,DBL,NM,EN,F,P,,6.13,200,3499687b-5dd3-4a0c-96a3-7db227abcaf2,84395,pauper relevant
99,Blood Fountain,DBL,NM,EN,N,P,,0.53,200,3499687b-5dd3-4a0c-96a3-7db227abcaf2,83897,pauper relevant
99,Urza's Mine,9ED,NM,EN,F,P,,9.50,200,e73bd2a6-676c-47cd-8608-1128cbd0c7cb,3998,pauper relevant
99,Defile,H1R,NM,EN,F,P,,1.72,200,d25ae489-1600-4eca-afd2-6274d525046a,78630,pauper relevant
99,Defile,H1R,NM,EN,F,P,,1.91,200,d25ae489-1600-4eca-afd2-6274d525046a,78603,pauper relevant
99,Lotus Petal,V09,NM,EN,F,P,,56.72,200,9814d8e8-c462-41ca-9909-1c659f488543,18454,pauper relevant
99,Archaeomancer,UMA,NM,EN,F,P,,2.17,200,cc258713-6ce3-44e0-9b4b-8fa7d1d093a1,57770,pauper relevant
99,Murmuring Mystic,CMM,NM,EN,F,P,,1.53,200,9f19337d-0824-442d-bb67-748a9980e816,106195,pauper relevant
99,Snow-Covered Mountain,SLD,NM,EN,F,P,,1.59,200,685a9d6d-497b-44a1-963f-501d61ea7f66,64974,pauper relevant
99,Sinew Sliver,PLST,NM,EN,F,P,,1.08,200,6d568f39-3f18-4c31-b3b8-5c85a3d60528,66240,pauper relevant
99,Elves of Deep Shadow,DRK,NM,EN,N,P,,10.32,200,f395278e-6d74-4f35-af9d-21bad7b19763,43449,pauper relevant
99,Blue Elemental Blast,LEB,NM,EN,N,P,,23.60,200,7f07e272-6cc7-46d6-ad5c-473d1021c179,24836,pauper relevant
99,Timberwatch Elf,SLD,NM,EN,F,P,,1.22,200,a513bd7e-b843-4bec-a50f-9f014cc86503,118820,pauper relevant
99,Sandstone Needle,MMQ,NM,EN,F,P,,79.62,200,82bc7c6b-2e3d-42d1-b2bb-b37b6f34d33b,29928,pauper relevant
99,Sandstone Needle,MMQ,NM,EN,N,P,,2.62,200,82bc7c6b-2e3d-42d1-b2bb-b37b6f34d33b,29929,pauper relevant
99,Radiant Fountain,M15,NM,EN,F,P,,1.16,200,8090e148-2550-4156-89e3-052abda9f0e7,28643,pauper relevant
99,Snap,PLST,NM,EN,N,P,,2.08,200,a3b42202-548e-46f2-90a6-6f952315d157,64599,pauper relevant
99,Ponder,OTC,NM,EN,N,P,,1.36,200,5af43ceb-56d2-47d4-ab43-853338ab293c,120043,pauper relevant
99,Vines of Vastwood,MM2,NM,EN,F,P,,1.06,200,6203e3d4-8998-41d6-9f7e-b68af0f1f8b5,32383,pauper relevant
99,Vines of Vastwood,MM2,NM,EN,N,P,,0.52,200,6203e3d4-8998-41d6-9f7e-b68af0f1f8b5,32384,pauper relevant
99,Blue Elemental Blast,SS1,NM,EN,F,P,,4.51,200,6582b980-3e4b-422a-9a6c-1927ae966d7e,55722,pauper relevant
99,Blue Elemental Blast,SS1,NM,EN,N,P,,0.76,200,6582b980-3e4b-422a-9a6c-1927ae966d7e,55715,pauper relevant
99,Lightning Bolt,30A,NM,EN,N,P,,5.46,200,54be73dd-cb3b-411b-8f48-d12ca5183dee,141207,pauper relevant
99,Tangle,PLST,NM,EN,N,P,,2.02,200,f6c32f19-8958-4aa0-8432-a1dc47bdb1e9,128736,pauper relevant
99,Llanowar Elves,SLD,NM,EN,N,P,,1.22,200,0312d980-b1d0-41ec-8f5b-d21fbb742b9b,134581,pauper relevant
99,Crop Rotation,SLC,NM,EN,F,P,,5.34,200,8894eed8-fc6b-4bc4-a8d0-daa628911967,143690,pauper relevant
99,Crop Rotation,SLC,NM,EN,N,P,,2.46,200,8894eed8-fc6b-4bc4-a8d0-daa628911967,143691,pauper relevant
99,Pestilence,LEA,NM,EN,N,P,,32.00,200,d42a6350-b16b-4e10-a273-e6cbb55dcb7a,24703,pauper relevant
99,Orochi Leafcaller,CHK,NM,EN,F,P,,3.40,200,f6c39031-1c49-4c1e-83df-66c3795ddc72,8150,pauper relevant
99,Heap Gate,CLB,NM,EN,F,P,,2.17,200,68489d65-1978-48b1-a903-2ef38c583239,89045,pauper relevant
99,Faerie Seer,H1R,NM,EN,F,P,,1.92,200,3989e920-05df-4b30-9ec3-e6ecaa436fce,78633,pauper relevant
99,Faerie Seer,H1R,NM,EN,F,P,,1.76,200,3989e920-05df-4b30-9ec3-e6ecaa436fce,78591,pauper relevant
99,Alms of the Vein,SOI,NM,EN,F,P,,2.60,200,79b80948-a3cd-4962-8fce-d58f2db7e68e,41624,pauper relevant
99,Temur Battle Rage,TSR,NM,EN,F,P,,9.35,200,d6af20a0-ef9b-4827-a9ef-4958b9d80820,75396,pauper relevant
99,Temur Battle Rage,TSR,NM,EN,N,P,,0.98,200,d6af20a0-ef9b-4827-a9ef-4958b9d80820,75255,pauper relevant
99,Everflowing Chalice,LCC,NM,EN,F,P,,5.12,200,7c4d35fe-1ec9-4691-b5cb-cc82998ee457,113011,pauper relevant
99,Everflowing Chalice,LCC,NM,EN,N,P,,1.97,200,7c4d35fe-1ec9-4691-b5cb-cc82998ee457,112699,pauper relevant
99,Elvish Mystic,SLD,NM,EN,N,P,,15.74,200,acbe8763-1373-49f8-b4a6-dd5984b1d25f,122767,pauper relevant
99,Myr Retriever,MMA,NM,EN,F,P,,2.06,200,b8972a7c-ff64-4158-8277-2bd90e8db48d,31691,pauper relevant
99,Myr Retriever,MMA,NM,EN,N,P,,1.08,200,b8972a7c-ff64-4158-8277-2bd90e8db48d,31692,pauper relevant
99,Bojuka Bog,MKC,NM,EN,N,P,,1.24,200,73d9ec0e-9d88-454e-aa48-a861b2bb8b77,116626,pauper relevant
99,Dark Ritual,STA,NM,EN,F,P,,34.20,200,b734cb11-2024-411f-9885-dafda14bb431,77121,pauper relevant
99,Dark Ritual,STA,NM,EN,F,P,,42.48,200,b734cb11-2024-411f-9885-dafda14bb431,76701,pauper relevant
99,Dark Ritual,STA,NM,EN,N,P,,26.39,200,b734cb11-2024-411f-9885-dafda14bb431,76793,pauper relevant
99,Counterspell,2ED,NM,EN,N,P,,29.96,200,7c666b4b-c4ff-40ca-9d16-c76aafebaa83,45651,pauper relevant
99,Snow-Covered Swamp,SLD,NM,EN,F,P,,9.38,200,f19d95c5-278f-4ad5-99ea-9fcf85520de2,,pauper relevant
99,Snow-Covered Swamp,SLD,NM,EN,F,P,,7.01,200,f19d95c5-278f-4ad5-99ea-9fcf85520de2,89881,pauper relevant
99,Snow-Covered Swamp,SLD,NM,EN,N,P,,6.97,200,f19d95c5-278f-4ad5-99ea-9fcf85520de2,89880,pauper relevant
99,Preordain,SLD,NM,EN,N,P,,6.22,200,a125806c-a837-4220-bd05-083e00b1638d,129357,pauper relevant
99,Ponder,P08,NM,EN,N,P,,10.48,200,15813b4a-9eee-4724-97f3-c1b845cba330,36291,pauper relevant
99,Expedition Map,SLD,NM,EN,N,P,,2.38,200,d80f6c3d-5eda-41a6-b9b2-4de6844af179,144065,pauper relevant
99,Ice Tunnel,KHM,NM,EN,F,P,,1.25,200,8cff3ef0-4dfb-472e-aa1e-77613dd0f6d8,73629,pauper relevant
99,Chain Lightning,MP2,NM,EN,F,P,,13.45,200,14bd3d19-033e-41a7-8710-02b73ba0b4e4,49554,pauper relevant
99,Counterspell,STA,NM,EN,F,P,,22.30,200,8118282a-1473-4c0b-a283-1f58e0d0209a,77118,pauper relevant
99,Counterspell,STA,NM,EN,F,P,,23.21,200,8118282a-1473-4c0b-a283-1f58e0d0209a,76699,pauper relevant
99,Counterspell,STA,NM,EN,N,P,,14.25,200,8118282a-1473-4c0b-a283-1f58e0d0209a,76784,pauper relevant
99,Counterspell,MH2,NM,EN,F,P,,1.42,200,1920dae4-fb92-4f19-ae4b-eb3276b8dac7,78122,pauper relevant
99,Counterspell,MH2,NM,EN,F,P,,1.48,200,1920dae4-fb92-4f19-ae4b-eb3276b8dac7,77460,pauper relevant
99,Counterspell,MH2,NM,EN,N,P,,1.44,200,1920dae4-fb92-4f19-ae4b-eb3276b8dac7,77451,pauper relevant
99,Counterspell,PURL,NM,EN,F,P,,39.52,200,f2a7042f-a6f0-4e77-86a2-5eb0d2587363,131674,pauper relevant
99,Lightning Bolt,TLE,NM,EN,F,P,,6.50,200,6881d7c8-5bb7-4f8c-9f03-50fb1309d9c8,143669,pauper relevant
99,Lightning Bolt,TLE,NM,EN,N,P,,2.13,200,6881d7c8-5bb7-4f8c-9f03-50fb1309d9c8,143203,pauper relevant
99,Tangle,MAR,NM,EN,F,P,,4.21,200,10c51d68-9a69-4784-9ce1-d6beaafa3ed3,141456,pauper relevant
99,Tangle,MAR,NM,EN,N,P,,3.04,200,10c51d68-9a69-4784-9ce1-d6beaafa3ed3,141415,pauper relevant
99,Desperate Ritual,MMA,NM,EN,F,P,,5.75,200,0827c728-5526-4abe-ad21-311594a0bc13,31510,pauper relevant
99,Desperate Ritual,MMA,NM,EN,N,P,,2.60,200,0827c728-5526-4abe-ad21-311594a0bc13,31511,pauper relevant
